ID,RequirementText,Functional (F),Availability (A),Fault Tolerance (FT),Legal (L),Look & Feel (LF),Maintainability (MN),Operability (O),Performance (PE),Portability (PO),Scalability (SC),Security (SE),Usability (US)
7580,User shall search and download human-readable experimental protocols.,,,,,,,,,,,,
7581,User shall modify or branch experimental protocols while retaining the original.,,,,,,,,,,,,
7582,User shall view events and equipment bookings within the group as a lab member.,,,,,,,,,,,,
7583,User shall have the system forward important news items to an external mailing list.,,,,,,,,,,,,
7584,User shall view and update an inventory of equipment and consumables.,,,,,,,,,,,,
7585,User shall have a spreadsheet hosted within Neurohub for collaborative editing and cost calculation.,,,,,,,,,,,,
7586,User shall create feedback forms within Neurohub for course feedback.,,,,,,,,,,,,
7587,User shall push posted content to their Twitter feed via Neurohub.,,,,,,,,,,,,
7588,User shall either keep log book entries private or share them with individuals.,,,,,,,,,,,,
7589,"User shall view the workflow plan, execution history, and results recorded in Neurohub while executing a workflow.",,,,,,,,,,,,
7590,System shall provide a seamless and reliable installation process for the Neurohub node.,,,,,,,,,,,,
7591,System shall ensure the stability and accuracy of acceptance tests executed against Neurohub installations.,,,,,,,,,,,,
7592,System shall generate comprehensive and easily understandable reports for acceptance test results.,,,,,,,,,,,,
7593,System shall ensure the security and privacy of log book entries and attached files.,,,,,,,,,,,,
7594,System shall facilitate easy customization of the Web interface graphics/colours for lab administrators.,,,,,,,,,,,,
7595,System shall maintain backward compatibility and smooth dependency installation for Ubuntu 10.04 LTS.,,,,,,,,,,,,
7596,System shall facilitate efficient backup and recovery of Neurohub data for system administrators.,,,,,,,,,,,,
7597,System shall provide intuitive and user-friendly interfaces for creating log book page templates.,,,,,,,,,,,,
7598,System shall ensure data integrity and reliability during file uploads and attachments.,,,,,,,,,,,,
7599,System shall provide robust search functionality for retrieving experimental protocols and files.,,,,,,,,,,,,
7600,"System shall ensure seamless integration with external tools and services, such as Twitter and Google Calendar.",,,,,,,,,,,,
7601,System shall provide efficient storage and retrieval mechanisms for large files and datasets.,,,,,,,,,,,,
7602,System shall enforce access controls and permissions for sharing and managing data.,,,,,,,,,,,,
7603,System shall support version control and revision history tracking for files and log book entries.,,,,,,,,,,,,
7604,System shall ensure high availability and reliability of remote access to the Neurohub node.,,,,,,,,,,,,
7605,System shall provide comprehensive documentation and training resources for users and administrators.,,,,,,,,,,,,
7606,User shall be able to know exactly what ALFRED does with their personal data and share it only with specific permission.,,,,,,,,,,,,
7607,User shall be able to receive information from ALFRED through speech technology.,,,,,,,,,,,,
7608,User shall be able to use only well-visible buttons.,,,,,,,,,,,,
7609,User shall be able to use ALFRED as much as possible with speech interaction.,,,,,,,,,,,,
7610,User shall always keep control over the activities of ALFRED.,,,,,,,,,,,,
7611,User shall be able to manage privacy and data settings.,,,,,,,,,,,,
7612,"User shall have ALFRED preinstalled, eliminating the need for manual setup.",,,,,,,,,,,,
7613,"User shall have a small, wearable ALFRED device for easy portability.",,,,,,,,,,,,
7614,"User shall have ALFRED installed on all their computers, tablets, and phones.",,,,,,,,,,,,
7615,User shall have ALFRED integrated into a wearable device like a bracelet or necklace.,,,,,,,,,,,,
7616,User shall have access to clear instructions and post-sales service for using ALFRED.,,,,,,,,,,,,
7617,User shall have an ALFRED device that speaks slowly and clearly.,,,,,,,,,,,,
7618,User shall have an ALFRED device that reacts only to their voice.,,,,,,,,,,,,
7619,User shall have an ALFRED device that listens only when prompted.,,,,,,,,,,,,
7620,User shall have an introductory conversation with ALFRED to learn about its functionalities.,,,,,,,,,,,,
7621,User shall be able to purchase ALFRED from senior shops with dedicated client support.,,,,,,,,,,,,
7622,User shall be able to purchase ALFRED at an affordable price.,,,,,,,,,,,,
7623,"User shall receive visual support, especially when viewing lists, maps, or agendas.",,,,,,,,,,,,
7624,User shall be able to use ALFRED for small payments.,,,,,,,,,,,,
7625,User shall have a long-lasting battery for all-day use of ALFRED.,,,,,,,,,,,,
7626,User shall receive alerts from ALFRED about low battery levels when leaving the house.,,,,,,,,,,,,
7627,User shall have an ALFRED device easily adaptable for users with visual or hearing impairments.,,,,,,,,,,,,
7628,User shall have an ALFRED device with options for customization.,,,,,,,,,,,,
7629,User shall be able to zoom into visual content.,,,,,,,,,,,,
7630,User shall have access to new apps in the ALFREDO platform to meet changing demands.,,,,,,,,,,,,
7631,User shall be able to use ALFRED to communicate with friends and family.,,,,,,,,,,,,
7632,User shall have video conversations with others.,,,,,,,,,,,,
7633,User shall have access to a videophone feature.,,,,,,,,,,,,
7634,User shall have ALFRED encourage real interaction between users and not just ICT tools.,,,,,,,,,,,,
7635,User shall receive suggestions for existing apps matching their interests.,,,,,,,,,,,,
7636,User shall be able to customize preferences in ALFRED's functionalities.,,,,,,,,,,,,
7637,System shall provide a seamless and reliable installation process for ALFRED.,,,,,,,,,,,,
7638,System shall ensure stability and accuracy in acceptance tests for ALFRED.,,,,,,,,,,,,
7639,System shall ensure security and privacy of log book entries and attached files.,,,,,,,,,,,,
7640,System shall facilitate easy customization of the Web interface graphics/colors.,,,,,,,,,,,,
7641,System shall maintain backward compatibility and smooth dependency installation.,,,,,,,,,,,,
7642,System shall facilitate efficient backup and recovery of ALFRED data.,,,,,,,,,,,,
7643,System shall ensure seamless integration with external tools and services.,,,,,,,,,,,,
7644,System shall support version control and revision history tracking.,,,,,,,,,,,,
7645,System shall ensure high availability and reliability of remote access to ALFRED.,,,,,,,,,,,,
7646,System shall provide comprehensive documentation and training resources.,,,,,,,,,,,,
7647,"User shall be able to view a list of sponsors, so that they can thank all the awesome sponsors.",,,,,,,,,,,,
7648,"User shall be able to view a list of user profiles, so that they know who is attending the conference.",,,,,,,,,,,,
7649,"User shall be able to email all the trainers at once from the website for info and updates, so that it is easier to use.",,,,,,,,,,,,
7650,"User shall be able to view a very clear map showing the buildings and rooms, so that they can make it to class on time.",,,,,,,,,,,,
7651,"User shall be able to edit their training node themselves, including links to slides, so that training coordinators don't have to.",,,,,,,,,,,,
7652,"User shall be limited to one registration per day per authenticated user, to prevent duplicate spaces.",,,,,,,,,,,,
7653,"User shall have an admin view to track registration status for each attendee, so that attendance status can be monitored.",,,,,,,,,,,,
7654,"User shall be able to be added to a training waitlist, to be considered for a class.",,,,,,,,,,,,
7655,"User must accept the cancellation terms with a checkbox, to be accountable.",,,,,,,,,,,,
7656,"User shall have a cancellation deadline tied to registration/cancellation workflow, to avoid financial loss.",,,,,,,,,,,,
7657,"User shall be able to add events to ""my schedule"" if there is a schedule feature on the site, to schedule their event experience.",,,,,,,,,,,,
7658,"User shall be able to see which trainings they have signed up for, to plan their event experience.",,,,,,,,,,,,
7659,"User shall have a view showing all attendee information attached to their training node, so trainers can see class attendance.",,,,,,,,,,,,
7660,"User shall have an admin view to show all trainee information, filterable by training session, for easy management.",,,,,,,,,,,,
7661,"User shall have a dedicated page for each class with specific information displayed, for easy class selection.",,,,,,,,,,,,
7662,"User shall have training options clearly marked with all necessary information listed, for easy browsing and selection.",,,,,,,,,,,,
7663,"User shall have a training landing page with an intro section and a list of all training offerings, to easily shop for training.",,,,,,,,,,,,
7664,"User shall have a link on the home page to a list of training options, for easy access.",,,,,,,,,,,,
7665,"User shall be able to find information about the coding lounge location and opening hours, for coding sessions.",,,,,,,,,,,,
7666,"User shall be able to refund sponsorship money processed via Stripe, for financial transactions.",,,,,,,,,,,,
7667,"User shall be able to find a link on the sponsorships page to become a $350 level sponsor, for sponsorship opportunities.",,,,,,,,,,,,
7668,"User shall be able to see a list of attendees associated with a specific company, to identify attendees from the same organization.",,,,,,,,,,,,
7669,"User shall be able to identify and pay for a $350 company sponsorship, for easy sponsorship registration.",,,,,,,,,,,,
7670,"User shall be able to create and maintain venues, to provide location details for events.",,,,,,,,,,,,
7671,"User shall be able to view venue details, to get a sense of the location and see events happening there.",,,,,,,,,,,,
7672,"User shall be able to see a list of sessions associated with sponsor attendees, to engage with sponsors.",,,,,,,,,,,,
7673,"User shall be able to see all events, trainings, and summits sponsored by a specific sponsor, to engage with the sponsor's offerings.",,,,,,,,,,,,
7674,"User shall be able to enter payment information and have their card charged for an individual sponsorship, for easy sponsorship payment.",,,,,,,,,,,,
7675,"User shall be able to link BADCamp attendees to their sponsorship page, to showcase attendance.",,,,,,,,,,,,
7676,"User shall be able to update their user profile, to connect with other Drupalists at BADCamp.",,,,,,,,,,,,
7677,"User shall be able to sign up for the BADCamp newsletter, to stay informed about communications.",,,,,,,,,,,,
7678,"User shall be able to tag blog posts for consumption by Drupal Planet, for increased visibility.",,,,,,,,,,,,
7679,"User shall be able to create blog posts to share information about BADCamp, for public outreach.",,,,,,,,,,,,
7680,"User shall be able to read the blog, to stay informed about BADCamp happenings.",,,,,,,,,,,,
7681,"User shall be able to sponsor a summit matching their brand, for exposure and recognition.",,,,,,,,,,,,
7682,"User shall be able to register for a summit, to reserve a seat.",,,,,,,,,,,,
7683,"User shall be able to get detailed directions to the summit venue, for easy navigation.",,,,,,,,,,,,
7684,"User shall be able to see which summits they're signed up for, to confirm attendance.",,,,,,,,,,,,
7685,"User shall be able to see a list of attendees signed up for a specific summit, for communication purposes.",,,,,,,,,,,,
7686,"User shall be able to list basic information about their summit, to inform potential attendees.",,,,,,,,,,,,
7687,"User shall be able to list sponsors for their summit, to acknowledge support.",,,,,,,,,,,,
7688,"User shall be able to list an agenda for their summit, to entice attendees and presenters.",,,,,,,,,,,,
7689,"User shall be able to see how many seats are left for a summit, to ensure timely registration.",,,,,,,,,,,,
7690,"User shall be able to see specific details on summits, to learn more and register.",,,,,,,,,,,,
7691,"User shall be able to see a list of all summits, to explore available options.",,,,,,,,,,,,
7692,"User shall be able to learn about sponsorship levels, to determine appropriate sponsorship.",,,,,,,,,,,,
7693,"User shall be offered several choices of individual sponsorship on the second page of registration, for easy selection.",,,,,,,,,,,,
7694,"User shall be able to easily find a link in the menu to the registration form, for quick access.",,,,,,,,,,,,
7695,"User shall be able to fill out a user registration form, to register for BADCamp and create an account.",,,,,,,,,,,,
7696,"User shall be able to find session information, to explore available sessions.",,,,,,,,,,,,
7697,System shall provide a user-friendly interface for viewing sponsors and user profiles.,,,,,,,,,,,,
7698,System shall ensure efficient email communication for trainers via the website.,,,,,,,,,,,,
7699,System shall provide a clear and easily navigable map interface.,,,,,,,,,,,,
7700,System shall enable trainers to edit their training nodes independently.,,,,,,,,,,,,
7701,System shall enforce limitations on duplicate registrations to maintain system integrity.,,,,,,,,,,,,
7702,System shall offer an intuitive admin view for tracking registration status.,,,,,,,,,,,,
7703,System shall implement a waitlist feature for training classes.,,,,,,,,,,,,
7704,System shall include a checkbox for users to accept cancellation terms.,,,,,,,,,,,,
7705,System shall integrate cancellation deadlines into registration workflows.,,,,,,,,,,,,
7706,"System shall provide a customizable ""my schedule"" feature.",,,,,,,,,,,,
7707,System shall offer a comprehensive view of signed-up trainings for users.,,,,,,,,,,,,
7708,System shall ensure privacy while displaying attendee information to trainers.,,,,,,,,,,,,
7709,System shall support efficient filtering and management of trainee information for admins.,,,,,,,,,,,,
7710,System shall generate dedicated pages for each training class.,,,,,,,,,,,,
7711,System shall clearly mark training options with all necessary information.,,,,,,,,,,,,
7712,System shall provide a user-friendly landing page for browsing training offerings.,,,,,,,,,,,,
7713,System shall offer quick access to training options from the home page.,,,,,,,,,,,,
7714,System shall provide clear information about the coding lounge.,,,,,,,,,,,,
7715,System shall ensure secure and efficient refund processing via Stripe.,,,,,,,,,,,,
7716,System shall facilitate easy sponsorship registration and payment.,,,,,,,,,,,,
7717,System shall enable easy creation and maintenance of venue details.,,,,,,,,,,,,
7718,System shall offer detailed venue information for user understanding.,,,,,,,,,,,,
7719,System shall provide comprehensive session information associated with sponsors.,,,,,,,,,,,,
7720,System shall ensure visibility of all sponsored events for user engagement.,,,,,,,,,,,,
7721,System shall facilitate convenient payment processing for individual sponsorships.,,,,,,,,,,,,
7722,System shall enable sponsors to link attendees to their sponsorship page.,,,,,,,,,,,,
7723,System shall provide a user-friendly interface for updating user profiles.,,,,,,,,,,,,
7724,System shall facilitate easy signup for the BADCamp newsletter.,,,,,,,,,,,,
7725,System shall ensure seamless integration with Drupal Planet for blog posts.,,,,,,,,,,,,
7726,System shall provide an intuitive blog creation interface for administrators.,,,,,,,,,,,,
7727,System shall offer easy access to the blog for user consumption.,,,,,,,,,,,,
7728,System shall support sponsorship opportunities matching sponsor brands.,,,,,,,,,,,,
7729,System shall facilitate smooth registration for summits.,,,,,,,,,,,,
7730,System shall provide clear directions to summit venues.,,,,,,,,,,,,
7731,System shall enable users to view their signed-up summits for confirmation.,,,,,,,,,,,,
7732,System shall offer convenient access to attendee lists for summit coordinators.,,,,,,,,,,,,
7733,System shall provide a user-friendly interface for listing summit information.,,,,,,,,,,,,
7734,System shall ensure visibility of sponsors associated with summits.,,,,,,,,,,,,
7735,System shall enable easy listing of summit agendas.,,,,,,,,,,,,
7736,System shall display available seats for summits for user convenience.,,,,,,,,,,,,
7737,System shall provide detailed information on summits for user understanding.,,,,,,,,,,,,
7738,System shall offer a comprehensive list of available summits for exploration.,,,,,,,,,,,,
7739,System shall provide clear information on sponsorship levels for user understanding.,,,,,,,,,,,,
7740,System shall offer multiple individual sponsorship choices during registration.,,,,,,,,,,,,
7741,System shall ensure easy access to the registration form from the menu.,,,,,,,,,,,,
7742,System shall provide a user-friendly registration form for ease of registration.,,,,,,,,,,,,
7743,System shall ensure accessibility to session information for user exploration.,,,,,,,,,,,,
7744,User shall be able to properly record all metadata for the project.,,,,,,,,,,,,
7745,System shall be able to store metadata accurately and comprehensively.,,,,,,,,,,,,
7746,User shall be able to indicate where data will be stored during and after the project.,,,,,,,,,,,,
7747,System shall be able to manage and track data storage locations throughout its lifecycle.,,,,,,,,,,,,
7748,User shall be able to import metadata captured with a metadata tool into a Data Management Plan (DMP).,,,,,,,,,,,,
7749,System shall be able to seamlessly integrate metadata from external sources into DMPs.,,,,,,,,,,,,
7750,User shall be able to plan the types of data to record and store for the project.,,,,,,,,,,,,
7751,System shall provide guidance and support for recording various data types in the DMP.,,,,,,,,,,,,
7752,User shall be able to document the security requirements of the data.,,,,,,,,,,,,
7753,System shall provide information and tools for users to specify security measures for data.,,,,,,,,,,,,
7754,User shall be able to describe collected datasets used or updated during the project.,,,,,,,,,,,,
7755,System shall maintain updated descriptions of datasets throughout the project lifecycle.,,,,,,,,,,,,
7756,User shall be able to record information about the DMP for review by an Ethics Committee.,,,,,,,,,,,,
7757,System shall store and organize DMP details for ethics compliance review.,,,,,,,,,,,,
7758,User shall be able to access persistent identifiers of datasets provided in the DMP.,,,,,,,,,,,,
7759,System shall facilitate access to persistent identifiers for datasets referenced in the DMP.,,,,,,,,,,,,
7760,User shall be able to prepopulate DMP information from other institutional systems.,,,,,,,,,,,,
7761,System shall automatically populate relevant DMP fields with existing institutional data.,,,,,,,,,,,,
7762,User shall be able to know when the DMP was created or last updated.,,,,,,,,,,,,
7763,System shall display creation and modification timestamps for DMPs.,,,,,,,,,,,,
7764,User shall be able to know who is responsible for the DMP.,,,,,,,,,,,,
7765,System shall provide information on the responsible party for each DMP.,,,,,,,,,,,,
7766,User shall be able to access project proposal references from the DMP.,,,,,,,,,,,,
7767,System shall link project proposal information to corresponding DMPs.,,,,,,,,,,,,
7768,User shall be able to extract administrative information into the DMP for prepopulation.,,,,,,,,,,,,
7769,System shall facilitate the import of administrative data to streamline DMP creation.,,,,,,,,,,,,
7770,User shall be able to access reports containing details of research projects classified as sensitive or highly sensitive.,,,,,,,,,,,,
7771,System shall generate reports on sensitive data classifications for access by designated personnel.,,,,,,,,,,,,
7772,System shall prioritize user-friendly interfaces for easy navigation and data entry.,,,,,,,,,,,,
7773,System shall ensure data security and compliance with relevant regulations and standards.,,,,,,,,,,,,
7774,System shall support interoperability with external metadata tools and systems.,,,,,,,,,,,,
7775,System shall provide robust backup and recovery mechanisms for data reliability.,,,,,,,,,,,,
7776,System shall facilitate collaboration and data sharing among project stakeholders.,,,,,,,,,,,,
7777,System shall offer scalability to accommodate varying project sizes and complexities.,,,,,,,,,,,,
7778,System shall maintain high availability to ensure continuous access to DMPs and associated data.,,,,,,,,,,,,
7779,System shall provide documentation and support resources for users to effectively utilize DMP functionalities.,,,,,,,,,,,,
7780,System shall adhere to data preservation standards to ensure long-term accessibility and usability.,,,,,,,,,,,,
7781,System shall employ role-based access control to safeguard sensitive DMP information.,,,,,,,,,,,,
7782,System shall facilitate integration with institutional repositories and data catalogues.,,,,,,,,,,,,
7783,System shall support multilingual capabilities for diverse user needs.,,,,,,,,,,,,
7784,System shall ensure data integrity and accuracy throughout the DMP lifecycle.,,,,,,,,,,,,
7785,System shall provide notification and reminders for DMP updates and reviews.,,,,,,,,,,,,
7786,System shall offer customization options to adapt to different project requirements and workflows.,,,,,,,,,,,,
7787,System shall facilitate data citation and attribution to promote research integrity and transparency.,,,,,,,,,,,,
7788,User shall be able to view a finding aid for a particular collection/Resource.,,,,,,,,,,,,
7789,System shall provide functionality to display finding aids for collections/Resources.,,,,,,,,,,,,
7790,User shall be able to reset a User's password for them.,,,,,,,,,,,,
7791,System shall provide an interface for Application Administrators to reset user passwords.,,,,,,,,,,,,
7792,User shall be able to authenticate using LDAP.,,,,,,,,,,,,
7793,System shall support LDAP authentication for user login.,,,,,,,,,,,,
7794,User shall be able to authenticate locally.,,,,,,,,,,,,
7795,System shall provide a local authentication mechanism for user login.,,,,,,,,,,,,
7796,User shall be able to add additional properties for repositories.,,,,,,,,,,,,
7797,System shall allow users to add custom properties to repository records.,,,,,,,,,,,,
7798,User shall be able to create and edit Event records.,,,,,,,,,,,,
7799,System shall provide functionality to create and edit Event records.,,,,,,,,,,,,
7800,User shall be able to manage Digital Objects.,,,,,,,,,,,,
7801,System shall provide tools for managing Digital Objects within the application.,,,,,,,,,,,,
7802,User shall be able to upload an EAD for import from within the frontend application.,,,,,,,,,,,,
7803,System shall support EAD import functionality accessible from the frontend.,,,,,,,,,,,,
7804,User shall be able to import EAD data.,,,,,,,,,,,,
7805,System shall facilitate the import of EAD data into the application.,,,,,,,,,,,,
7806,"User shall be able to create, update, and delete archival descriptions in their repository.",,,,,,,,,,,,
7807,System shall provide CRUD functionality for archival descriptions.,,,,,,,,,,,,
7808,User shall be able to create and update basic archival description information.,,,,,,,,,,,,
7809,System shall support basic archival description creation and updates.,,,,,,,,,,,,
7810,User shall be able to view archival descriptions in their repository.,,,,,,,,,,,,
7811,System shall provide read-only access to archival descriptions.,,,,,,,,,,,,
7812,User shall be able to log in.,,,,,,,,,,,,
7813,System shall provide login functionality for users.,,,,,,,,,,,,
7814,User shall be able to associate an Instance with a Container.,,,,,,,,,,,,
7815,System shall allow users to link Instances with Containers.,,,,,,,,,,,,
7816,User shall be able to assign Location information to a Container.,,,,,,,,,,,,
7817,System shall provide functionality for users to assign Location information to Containers.,,,,,,,,,,,,
7818,System shall ensure secure password reset functionality to protect user accounts.,,,,,,,,,,,,
7819,System shall support backend changes for managing enum lists efficiently and reliably.,,,,,,,,,,,,
7820,System shall provide error handling and logging to identify and communicate import errors effectively.,,,,,,,,,,,,
7821,System shall facilitate bulk updates of enum values with efficient backend changes.,,,,,,,,,,,,
7822,System shall provide contextual help links accessible to authenticated users.,,,,,,,,,,,,
7823,System shall display Dates and Extents consistently in both read and edit views for Accessions and Resources.,,,,,,,,,,,,
7824,System shall offer keyboard-based navigation for rearranging hierarchy elements in the frontend.,,,,,,,,,,,,
7825,System shall prevent inadvertent overwriting of concurrent changes to records during editing.,,,,,,,,,,,,
7826,System shall support the creation and editing of Rights Management statements with appropriate permissions.,,,,,,,,,,,,
7827,System shall allow System Administrators to configure the location of the demo database and implement backup procedures.,,,,,,,,,,,,
7828,"System shall provide robust search functionality for locating resource, accession, and digital object records within repositories.",,,,,,,,,,,,
7829,System shall ensure data integrity and reliability during the import and export of archival data.,,,,,,,,,,,,
7830,System shall support custom importer development for flexible data import options.,,,,,,,,,,,,
7831,System shall prioritize performance and scalability in managing large datasets and complex record structures.,,,,,,,,,,,,
7832,System shall enable role-based access control to enforce appropriate permissions for different user roles.,,,,,,,,,,,,
7833,System shall offer customizable configuration options to meet diverse user needs and preferences.,,,,,,,,,,,,
7834,System shall ensure compatibility with various data formats and standards for interoperability.,,,,,,,,,,,,
7835,System shall provide comprehensive documentation and support resources for users and administrators.,,,,,,,,,,,,
7836,System shall adhere to best practices for data security and privacy protection throughout the application.,,,,,,,,,,,,
7837,"User shall be able to deposit and maintain datasets through a simple web interface, facilitating ease of use.",,,,,,,,,,,,
7838,System shall provide a user-friendly web interface for depositors to submit and manage datasets without requiring additional software installation.,,,,,,,,,,,,
7839,"User shall be able to deposit datasets through Pure, ensuring a centralized platform for managing research outputs.",,,,,,,,,,,,
7840,System shall integrate with Pure to enable dataset deposition and management within the platform.,,,,,,,,,,,,
7841,User shall be able to deposit datasets through Virtual Research Environments and other workflow tools.,,,,,,,,,,,,
7842,System shall support dataset deposition and management through integration with Virtual Research Environments and other familiar workflow tools.,,,,,,,,,,,,
7843,User shall be able to deposit files without extensive format conversion or version searching.,,,,,,,,,,,,
7844,System shall accept file deposits without requiring complex format conversion and support direct submission of files.,,,,,,,,,,,,
7845,User shall be able to place data under embargo to protect rights of first use and confidentiality responsibilities.,,,,,,,,,,,,
7846,System shall provide functionality for depositors to apply embargoes to datasets.,,,,,,,,,,,,
7847,User shall be able to apply licenses to datasets to protect intellectual property rights.,,,,,,,,,,,,
7848,System shall enable depositors to specify and apply licenses to datasets during deposition.,,,,,,,,,,,,
7849,User shall be able to grant privileged access to collaborators for efficient collaboration.,,,,,,,,,,,,
7850,System shall support privileged access management to enable efficient collaboration among depositors and collaborators.,,,,,,,,,,,,
7851,User shall be able to deposit arbitrarily large files without limitations.,,,,,,,,,,,,
7852,System shall accommodate deposits of arbitrarily large files without size restrictions.,,,,,,,,,,,,
7853,User shall be able to link datasets to publications in Opus for improved discoverability.,,,,,,,,,,,,
7854,System shall provide functionality to link datasets with associated publications in Opus.,,,,,,,,,,,,
7855,User shall be able to mint DOIs for datasets to facilitate discoverability and citation tracking.,,,,,,,,,,,,
7856,System shall facilitate the minting of DOIs for deposited datasets to enhance discoverability and citation tracking.,,,,,,,,,,,,
7857,User shall have metadata automatically filled from University systems and remembered from previous deposits.,,,,,,,,,,,,
7858,System shall automatically populate metadata fields from University systems and remember metadata from previous deposits to streamline deposition.,,,,,,,,,,,,
7859,User shall be able to link datasets to external repositories to avoid duplication of deposition.,,,,,,,,,,,,
7860,System shall support linking datasets to external repositories to streamline deposition processes and avoid duplication.,,,,,,,,,,,,
7861,User shall be able to specify disposal policies for datasets to ensure compliance with laws and agreements.,,,,,,,,,,,,
7862,System shall enable depositors to specify disposal policies for datasets to ensure legal and contractual compliance.,,,,,,,,,,,,
7863,User shall be able to track downloads and citations of deposited datasets to demonstrate impact.,,,,,,,,,,,,
7864,System shall provide tracking mechanisms for downloads and citations of datasets to demonstrate impact.,,,,,,,,,,,,
7865,User shall be able to attach subject-specific metadata to datasets for improved discoverability.,,,,,,,,,,,,
7866,System shall support the attachment of subject-specific metadata to datasets to enhance discoverability within specific research disciplines.,,,,,,,,,,,,
7867,User shall be able to link datasets with project Data Management Plans (DMPs) for compliance demonstration.,,,,,,,,,,,,
7868,System shall facilitate linking datasets with associated project DMPs to demonstrate compliance with data management requirements.,,,,,,,,,,,,
7869,User shall be able to manage and share live research data to maintain workflow continuity.,,,,,,,,,,,,
7870,System shall support the management and sharing of live research data to ensure seamless workflow integration.,,,,,,,,,,,,
7871,User shall be able to manage multiple versions of datasets transparently to maintain research integrity.,,,,,,,,,,,,
7872,System shall provide version control functionality to enable transparent management of multiple dataset versions.,,,,,,,,,,,,
7873,User shall be able to delegate deposition tasks to others on their behalf.,,,,,,,,,,,,
7874,System shall support delegation of deposition tasks to enable efficient management of research data.,,,,,,,,,,,,
7875,"System shall provide a user interface familiar to depositors, integrating seamlessly with existing University systems.",,,,,,,,,,,,
7876,System shall ensure accessibility of the web interface in the user's native language to eliminate language barriers.,,,,,,,,,,,,
7877,System shall allow users to examine deposited files and metadata to assess usefulness without downloading entire datasets.,,,,,,,,,,,,
7878,System shall provide example citations and DOIs for datasets to facilitate correct referencing and future access.,,,,,,,,,,,,
7879,System shall generate persistent URLs for datasets to ensure easy future access.,,,,,,,,,,,,
7880,"System shall integrate with Primo for unified search functionality across books, articles, and datasets.",,,,,,,,,,,,
7881,System shall display different versions of datasets clearly to aid users in selecting the appropriate version.,,,,,,,,,,,,
7882,"System shall support privileged access for external collaborators, ensuring effective collaboration.",,,,,,,,,,,,
7883,System shall guarantee protection of IP rights for external collaborators to mitigate collaboration risks.,,,,,,,,,,,,
7884,System shall provide access to Bath data for external collaborators off-campus to support collaboration.,,,,,,,,,,,,
7885,"System shall enable direct deposition of facility data into the archive on behalf of researchers, eliminating the need for separate facility archives.",,,,,,,,,,,,
7886,"System shall perform checks on deposited datasets for quality, compliance, and licensing before public release.",,,,,,,,,,,,
7887,System shall enforce a minimum set of metadata requirements to ensure consistent metadata quality.,,,,,,,,,,,,
7888,System shall require approval for scheduled data disposal to prevent accidental loss of required data.,,,,,,,,,,,,
7889,System shall enable querying of the entire archive for reporting and analysis purposes.,,,,,,,,,,,,
7890,System shall support wholesale import of Bath data from external data centers to prevent data loss.,,,,,,,,,,,,
7891,System shall promote the use of open standards for deposition to maximize data reusability.,,,,,,,,,,,,
7892,System shall integrate with CRIS for impact analysis and funding linkage purposes.,,,,,,,,,,,,
7893,System shall include records for externally held data to maintain a complete record of the University's data holdings.,,,,,,,,,,,,
7894,System shall track citation counts for datasets to demonstrate academic impact.,,,,,,,,,,,,
7895,System shall segment view and download statistics by country and sector to demonstrate broader impact.,,,,,,,,,,,,
7896,System shall link datasets with project metadata for reporting on project-related data deposits.,,,,,,,,,,,,
7897,System shall store archived data on existing storage systems for consistency and maintainability.,,,,,,,,,,,,
7898,System shall integrate with existing University systems such as LDAP for cost-effective administration.,,,,,,,,,,,,
7899,System shall store archived data directly on the HCP object store to leverage its features.,,,,,,,,,,,,
7900,System shall allow export of all data to different systems to prevent vendor lock-in.,,,,,,,,,,,,
7901,System shall support dataset deposition and management via SWORD2 API for interoperability.,,,,,,,,,,,,
7902,System shall enable persistent web links between articles and underlying datasets for robust research referencing.,,,,,,,,,,,,
7903,System shall reassure funding bodies of robust archival plans for funded research data to justify investments.,,,,,,,,,,,,
7904,System shall harvest metadata on funded research outputs for analysis and strategy refinement.,,,,,,,,,,,,
7905,"The system shall allow repository managers to create, describe, and update collections.",,,,,,,,,,,,
7906,The system shall allow repository managers to define access controls for collections.,,,,,,,,,,,,
7907,The system shall allow curators to compose collections based on various criteria.,,,,,,,,,,,,
7908,The system shall allow curators to establish relationships between collections.,,,,,,,,,,,,
7909,The system shall allow listing and browsing of collections by users and repository managers.,,,,,,,,,,,,
7910,"The system shall allow repository managers to create, describe, and update objects.",,,,,,,,,,,,
7911,"The system shall allow associating names, subjects, and rights information with objects.",,,,,,,,,,,,
7912,The system shall allow indicating external descriptions and versions of objects.,,,,,,,,,,,,
7913,The system shall allow listing and browsing of objects by users and repository managers.,,,,,,,,,,,,
7914,The system shall allow repository managers to define and describe object components.,,,,,,,,,,,,
7915,The system shall allow linking components to objects and other components.,,,,,,,,,,,,
7916,"The system shall allow associating names, subjects, and rights information with components.",,,,,,,,,,,,
7917,The system shall allow listing and browsing of object components by users and repository managers.,,,,,,,,,,,,
7918,The system shall allow repository managers to associate content files with objects and components.,,,,,,,,,,,,
7919,The system shall track checksums for content files.,,,,,,,,,,,,
7920,The system shall provide preservation managers with information for monitoring file integrity.,,,,,,,,,,,,
7921,The system shall allow users to access content files based on access permissions.,,,,,,,,,,,,
7922,"The system shall support various metadata elements for collections, objects, components, and files.",,,,,,,,,,,,
7923,The system shall track changes made to metadata over time.,,,,,,,,,,,,
