ID,RequirementText,Functional (F),Availability (A),Fault Tolerance (FT),Legal (L),Look & Feel (LF),Maintainability (MN),Operability (O),Performance (PE),Portability (PO),Scalability (SC),Security (SE),Usability (US),AI_Model,AI_Confidence,AI_Rationale
7272,The system shall allow visitors to download Scrum-related presentations and PDFs.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a system capability (allow visitors to download presentations/PDFs), i.e., a functional behavior. It does not mention availability, performance, security, usability, or other quality attributes."
7273,The system shall allow recruiters to post job advertisements.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"Specifies a system capability (allow recruiters to post job advertisements), which is a functional requirement. No quality/constraints mentioned."
7274,The system shall allow administrators to approve job advertisements before publishing.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"This is a functional requirement specifying that administrators can approve job advertisements before publishing. It does not state availability, performance, security, usability, or other non-functional qualities."
7275,"The system shall allow administrators to manage job advertisements (edit, delete).",1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.8,"This requirement specifies a functional capability (administrators can edit/delete/manage job advertisements). It does not state quality attributes such as security, availability, usability, or scalability."
7276,The system shall automatically stop publishing job ads 30 days after posting.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"This requirement specifies a functional behavior (automatic stopping of job ad publishing after 30 days). It describes 'what the system should do' with a time-based trigger; it does not impose availability, fault-tolerance, performance, security, usability, or other non-functional constraints."
7277,The system shall allow recruiters to extend job ad listings for another 30 days.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This is a functional requirement specifying a capability the system must provide (allow recruiters to extend job ads by 30 days). It does not state constraints about performance, availability, security, usability, or other non-functional aspects."
7278,The system shall allow editors to add articles to the site.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.92,"This requirement specifies a functional capability (editors can add articles). It does not mention availability, performance, security, usability, or other non-functional aspects, so only Functional is set."
7279,The system shall allow editors to designate whether articles are publicly available or for members only.,1,0,0,0,0,0,0,0,0,0,1,0,gpt-5-mini,0.85,"This is primarily a functional requirement (ability for editors to set article visibility). It also implies access control (restricting members-only content), so security (authorization) is relevant."
7280,The system shall allow site visitors to search for member profiles based on specific criteria.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This is a clear functional requirement describing system behavior (searching member profiles by criteria). No availability, performance, security, or other quality attributes are mentioned."
7281,"The system shall allow visitors to view a list of all upcoming courses, categorized (Certification, Other, Events).",1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"Specifies a user-facing capability (view categorized list of upcoming courses). No availability, performance, security, usability, or other quality constraints are mentioned."
7282,The system shall allow visitors to search for upcoming courses and events using an advanced search option.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.92,"This requirement specifies a system capability (search for upcoming courses and events with an advanced search option), which is a functional requirement; it does not state availability, performance, security, or other quality constraints."
7283,The system shall allow visitors to search for articles using a full-text search.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a functional capability (allow visitors to perform full-text searches for articles). It does not mention availability, performance, security, usability, or other quality attributes."
7284,"The system shall allow visitors to subscribe to RSS feeds for news, courses/events, and articles.",1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This is a functional requirement specifying that the system must allow visitors to subscribe to RSS feeds (news, courses/events, articles). No non-functional constraints (performance, security, usability, etc.) are implied."
7285,The system shall allow visitors to easily navigate back to the home page.,1,0,0,0,0,0,0,0,0,0,0,1,gpt-5-mini,0.85,"Specifies a functional capability (allow visitors to navigate back to home) and emphasizes ease of use ('easily'), indicating a usability requirement. No other quality attributes are implied."
7286,The system shall display a list of the most popular site items for visitors.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.93,Specifies a functional behavior: the system shall display a list of popular site items for visitors. No non-functional quality constraints are mentioned.
7287,The system shall allow members to send emails to other members through a contact form.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"Specifies a capability the system must provide (sending emails via a contact form) — a clear functional requirement. No quality/constraints (availability, security, usability, etc.) are mentioned."
7288,The system shall allow visitors to post comments on articles.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This specifies a functional capability (allow visitors to post comments on articles). No availability, security, usability, or other non-functional constraints are mentioned."
7289,The system shall allow trainers to view course survey results.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.95,"This requirement specifies a system capability (trainers can view course survey results), which is a functional behavior. It does not mention availability, performance, security, usability, or other non-functional qualities."
7290,The system shall allow members to renew their memberships.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This is a functional requirement specifying a system capability: allowing members to renew memberships. It does not mention availability, performance, security, usability, or other quality attributes."
7291,The system shall allow members to request password resets.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.87,"This specifies a system capability (allow members to request password resets), which is a functional requirement. It does not explicitly state security, availability, usability, or other quality constraints."
7292,The system shall send email notifications to administrators whenever a job ad is submitted.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.93,"This requirement specifies a behavior the system must perform (sending email notifications when a job ad is submitted), which is a functional requirement. It does not specify availability, fault tolerance, security, or other non-functional concerns."
7293,The system shall send reminder emails to recruiters before job ad expiry.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This specifies a concrete system behavior (sending reminder emails to recruiters before job ad expiry), which is a functional requirement. No non-functional qualities (availability, performance, security, etc.) are mentioned or implied."
7294,The system shall send welcome emails to newly registered CSMs and Product Owners with instructions to activate their membership.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"Specifies a system action: sending welcome emails to newly registered users with activation instructions. This is a functional requirement; it does not state quality attributes like performance, security, availability, or usability explicitly."
7295,The system shall display article teasers with links to the full articles.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a system behavior (displaying article teasers and links), which is a functional requirement. It does not mention availability, performance, security, UI aesthetics, or other non-functional qualities."
7296,The system shall display trainer ratings on their profile pages.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This specifies a system behavior (display trainer ratings on profile pages), which is a functional requirement; no non-functional qualities are mentioned."
7297,"The system shall include a ""What is Scrum"" section for visitors.",1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.92,"This specifies a functional feature (include a 'What is Scrum' content section for visitors). No non-functional qualities (availability, performance, security, usability, etc.) are implied."
7298,"The system shall display a list of Certified Scrum Masters, Practitioners, Trainers, and Product Owners.",1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"Requirement specifies a functional behavior: displaying a list of specific roles. No non-functional qualities (performance, UI style, security, etc.) are implied."
7299,The system shall display the logos of corporate sponsors on a dedicated page and potentially on the homepage (configurable).,1,0,0,0,1,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This is primarily a functional requirement to display sponsor logos (what the system should do). It also relates to UI layout/appearance because it specifies placement (dedicated page and homepage), so Look & Feel is applicable. No explicit availability, performance, security, portability, etc., are mentioned."
7300,The system shall be responsive and perform actions promptly.,0,0,0,0,0,0,0,1,0,0,0,1,gpt-5-mini,0.87,"The requirement explicitly concerns responsiveness and prompt actions, which are performance characteristics; it also implies usability (perceived responsiveness). No mention of other qualities."
7301,The system shall be highly available with minimal downtime.,0,1,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"The requirement explicitly specifies high availability and minimal downtime, which corresponds to Availability. It does not explicitly mention fault tolerance mechanisms, performance, scalability, or other qualities."
7302,The system shall have robust security measures to protect user data.,0,0,0,0,0,0,0,0,0,0,1,0,gpt-5-mini,0.9,"The requirement explicitly calls for robust security measures to protect user data, which pertains to security (confidentiality/integrity). It does not specify functional behavior or other quality attributes."
7303,The system shall have a user-friendly and intuitive interface.,0,0,0,0,0,0,0,0,0,0,0,1,gpt-5-mini,0.9,"Requirement explicitly specifies a user-friendly, intuitive interface which concerns usability/UX. It does not mention visual appearance, performance, security, or other quality attributes."
7304,The system shall be adaptable to different languages and currencies.,0,0,0,0,0,0,0,0,1,0,0,1,gpt-5-mini,0.76,"Requirement specifies adaptability for different languages and currencies, which pertains to localization/portability across markets (Portability). It also impacts user-facing presentation and ease of use for different locales (Usability). It does not explicitly address availability, performance, security, maintainability, scalability, legal, or look-and-feel specifics."
7305,A CMS administrator shall have roles to assign to users.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a functional capability (administrators can assign roles to users). It does not explicitly state security, performance, availability, or other quality attributes, so only the Functional label is set."
7306,A content editor shall be able to easily find content to edit.,1,0,0,0,0,0,0,0,0,0,0,1,gpt-5-mini,0.9,"The statement specifies a capability (being able to find content to edit) which is a functional requirement, and the qualifier 'easily' expresses a usability quality (ease of use/findability). No other quality attributes (performance, security, etc.) are implied."
7307,A content editor shall be able to add videos from Brightcove.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.98,"This specifies a user capability/feature (content editor can add videos from Brightcove), which is a functional requirement. No quality attributes (availability, security, performance, etc.) are mentioned."
7308,An author shall be able to indent/outdent content.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"This requirement specifies a user-facing capability (authors can indent/outdent content), which is a functional behavior. It does not explicitly state non-functional concerns (availability, usability, look-and-feel, etc.)."
7309,A user researcher shall develop the user research protocol for internal workflows.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"Specifies an action to be performed (develop a user research protocol), which is a functional requirement describing system/process behavior; does not specify quality attributes like availability, performance, security, etc."
7310,A user researcher shall recruit for the last round of user research.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.88,"Specifies a concrete system/actor action (user researcher shall recruit participants for the last round of user research), which is a functional requirement; no quality attributes (availability, security, etc.) are implied."
7311,A user researcher shall continue scheduling interviews for hypothesis #1.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.8,"This requirement specifies an action the system/person should perform (continuing to schedule interviews), which is functional behavior. It does not mention availability, performance, security, usability, or other quality attributes."
7312,A user researcher shall identify interview participants.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.92,"This requirement specifies a functional action: a user researcher shall identify interview participants. It describes what the system/process should do (a functional behavior) and does not mention availability, security, performance, or other non-functional aspects."
7313,A user researcher shall begin drafting a research plan.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.8,"This statement prescribes an action by a specific role (user researcher) to perform a task (begin drafting a research plan), which is a functional requirement. It does not specify availability, performance, security, usability, or other quality attributes."
7314,A user researcher shall conduct a user definition workshop with NSF.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This specifies an action/task to be performed (a user researcher shall conduct a workshop), which is a functional requirement. It does not state availability, quality attributes, legal compliance, or usability constraints."
7315,A team member shall meet with DIS/cloud.gov to determine requirements for the beta.nsf.gov ATO.,1,0,0,1,0,0,0,0,0,0,1,0,gpt-5-mini,0.86,"The requirement specifies an action ('a team member shall meet...') so it is functional. It explicitly concerns determining requirements for an ATO (authorization to operate), which is a compliance/legal activity (L) and strongly tied to security/compliance controls (SE). No indication of availability, performance, portability, usability, etc."
7316,A Visual Designer shall create a moodboard to aid with visual design concepts for the nsf.gov website.,1,0,0,0,1,0,0,0,0,0,0,0,gpt-5-mini,0.84,"Specifies an action by a role (Visual Designer) to create a moodboard — a functional requirement. It explicitly concerns visual design concepts, impacting look-and-feel, so LF is also applicable. No mention of availability, performance, security, etc."
7317,A Visual Designer shall demonstrate the value of visual design to the NSF project team.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.8,"Specifies an action by a role (Visual Designer shall demonstrate something) — this is a functional requirement about required behavior. It does not impose quality attributes like availability, security, UI look-and-feel, or usability measures."
7318,A content designer shall demonstrate the value of user-centered content design.,0,0,0,0,0,0,0,0,0,0,0,1,gpt-5-mini,0.6,"This requirement focuses on demonstrating the value of user-centered content design, which pertains to usability and user experience. It does not specify system functionality, performance, security, legal, or other quality attributes."
7319,The user research plan shall test the user research plan.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.75,"Sentence specifies a behavior/action ('shall test'), i.e., a functional requirement. It does not state availability, performance, security, usability, or other quality attributes."
7320,"The system shall allow public users to search for information on properties, county services, processes, and general information.",1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a functional capability: allowing public users to search for information. It does not specify any quality attributes such as availability, performance, security, usability, or scalability."
7321,The system shall allow prospective applicants to research requirements and select relevant services or applications to initiate online.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.8,"Describes a user-facing capability (research requirements, select services/applications, initiate online) — a functional requirement. No explicit non-functional constraints (availability, security, usability, etc.) are stated."
7322,The system shall allow applicants to Request pre-application assistance.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This specifies a functional behavior: the system must allow applicants to request pre-application assistance. No quality/constraint (availability, security, performance, etc.) is implied."
7323,"The system shall allow to Submit applications with information, plans, and documents.",1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.95,"This requirement specifies a functional capability — allowing submission of applications with information, plans, and documents. It does not mention availability, performance, security, usability, or other non-functional aspects."
7324,The system shall allow to Submit supporting documentation for applications.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a functional capability — allowing submission of supporting documentation for applications. It does not mention availability, performance, security, usability, scalability, or other non-functional aspects."
7325,The system shall allow to Pay fees associated with services requested.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a capability (allow payment of fees), which is a functional behavior. It does not mention availability, security, performance, or other non-functional aspects."
7326,The system shall allow to Check the status of their transactions.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"This requirement specifies a functional capability (users can check transaction status). It does not mention availability, performance, security, usability, or other quality attributes."
7327,The system shall allow to Modify information on existing applications.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a functional capability (modify information on existing applications). It does not mention availability, security, performance, or other quality attributes."
7328,The system shall allow applicants to request a plan review meeting with plan review staff.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a system capability (allow applicants to request a plan review meeting), which is a functional behavior. It does not state any non-functional constraints such as availability, performance, security, etc."
7329,The system shall allow applicants to resubmit revised plans.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.85,"This specifies a capability the system must provide (allow applicants to resubmit revised plans), which is a functional requirement; it does not state quality attributes such as availability, performance, security, etc."
7330,The system shall allow applicants to complete building development projects and receive posted bonds or occupancy permits.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"Describes a capability the system must provide (allow applicants to complete projects and receive bonds/permits). No quality attributes like performance, security, availability, etc., are mentioned."
7331,The system shall allow applicants to request inspections.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.92,"This is a functional requirement specifying a capability the system must provide (allow applicants to request inspections). It does not specify availability, performance, security, usability, or other non-functional aspects."
7332,The system shall allow applicants to satisfy hearing requirements before a hearing.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,This describes a functional capability: allowing applicants to satisfy hearing requirements prior to a hearing. It specifies what the system should do rather than a quality attribute.
7333,The system shall allow customers to create user accounts for the customer portal to perform authorized transactions.,1,0,0,0,0,0,0,0,0,0,1,0,gpt-5-mini,0.85,"This is primarily a functional requirement (account creation). It also explicitly mentions 'authorized transactions', which implies authentication/authorization concerns -> security."
7334,The system shall allow staff members to perform completeness reviews for applications.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.87,"Specifies a system capability: staff can perform completeness reviews of applications. This is a functional requirement; it does not specify availability, performance, security, usability, or other non-functional concerns."
7335,The system shall allow staff members to record internal notes for collaboration on records.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a capability the system must provide (allow staff to record internal notes for collaboration), which is a functional requirement. It does not state availability, performance, security, usability, or other non-functional constraints."
7336,The system shall allow staff members to assign applications for detailed review.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.88,"This is a functional requirement describing a capability: staff members must be able to assign applications for review. It does not specify availability, performance, security, usability, or other quality constraints."
7337,The system shall allow staff members to apply and remove holds on applications to manage workflow.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.92,"This requirement specifies a system capability (apply and remove holds on applications) describing functional behavior for staff members. It does not mention availability, security, usability, performance, scalability, or other quality attributes."
7338,The system shall allow staff members to send formal responses to applicants.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.94,"This requirement specifies a system capability (allow staff to send formal responses), which is a functional behavior. It does not mention availability, security, usability, or other non-functional aspects."
7339,The system shall allow staff members to track draft proffers submitted by applicants.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a functional capability — the system must enable staff to track draft proffers submitted by applicants. It does not state availability, performance, security, usability, or other quality attributes."
7340,The system shall allow staff members to manage approved proffers to ensure compliance.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.8,"This requirement specifies a functional capability (allow staff to manage approved proffers). It does not explicitly state availability, performance, security, usability, or other non-functional concerns."
7341,The system shall allow staff members to manage ordinances to maintain accurate information.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.77,"Requirement specifies a system capability to allow staff to manage ordinances (functional behavior). It does not explicitly state quality attributes such as usability, availability, security, scalability, or maintainability."
7342,The system shall allow staff members to schedule meetings.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a system capability (allow staff to schedule meetings), which is a functional behavior. It does not mention availability, performance, security, usability, or other non-functional aspects."
7343,The system shall allow staff members to denote applications with a final action status to finalize them.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"Describes a capability the system must provide (allow staff to mark applications with a final action status). This specifies functional behavior rather than availability, performance, security, or usability constraints."
7344,The system shall allow staff members to conduct and track plan amendments and planning studies.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.89,"This requirement specifies a user-facing capability — staff can conduct and track plan amendments and planning studies — which is a functional behavior. It does not mention availability, performance, security, usability, or other quality attributes explicitly."
7345,The system shall allow staff members to generate planning-related reports.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This is a functional requirement specifying that staff can generate planning-related reports (describes system behavior). It does not specify availability, performance, security, usability, or other quality attributes."
7346,The system shall allow staff members to evaluate consistency with the comprehensive plan during application reviews.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a system capability (allow staff to evaluate consistency with the comprehensive plan during application reviews), which is a functional behavior. It does not mention availability, performance, security, usability, or other quality attributes."
7347,The system shall allow staff members to perform staff reviews to validate application compliance with zoning ordinances.,1,0,0,1,0,0,0,0,0,0,0,0,gpt-5-mini,0.82,"The statement specifies a system capability: allowing staff to perform reviews to validate application compliance (functional). It explicitly concerns validation against zoning ordinances, which are legal/regulatory requirements, so it also implies a legal/compliance concern. No other quality attributes (performance, usability, security, etc.) are mentioned."
7348,The system shall allow staff members to process requests for zoning information.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a system capability (allow staff to process requests), which is a functional requirement. It does not state availability, performance, security, usability, or other quality attributes."
7349,The system shall allow staff members to issue zoning-related permits upon eligibility and compliance.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.84,"This requirement specifies a system capability (allow staff to issue zoning-related permits subject to eligibility and compliance), which is a functional behavior. It does not explicitly state availability, security, performance, or other non-functional attributes."
7350,The system shall allow staff members to develop staff reports for publication and distribution.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.88,"This requirement specifies a system capability — allowing staff to develop reports for publication and distribution — which is a functional behavior. It does not state any non-functional constraints (availability, security, usability, performance, etc.), so only the Functional label is set."
7351,The system shall allow staff members to manage hearing calendars to track activities and deadlines.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"This requirement specifies a functional capability (managing hearing calendars to track activities and deadlines). It does not state availability, performance, security, usability, or other quality attributes explicitly."
7352,The system shall allow staff members to assign hearing dates for applications.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.8,"This specifies a capability the system must provide (allow staff to assign hearing dates), which is a functional requirement. It does not mention availability, performance, security, usability, or other non-functional aspects."
7353,The system shall allow staff members to manage affidavits to ensure compliance before hearings.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.72,"This is a functional requirement specifying that the system shall allow staff to manage affidavits to ensure compliance before hearings. It does not state non-functional qualities (availability, security, legal constraints, usability, etc.), so only Functional is marked."
7354,The system shall allow staff members to capture hearing decisions for enforcement.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"Specifies a system capability (allow staff to capture hearing decisions) describing what the system should do — a functional requirement. No explicit non-functional qualities (performance, security, usability, etc.) are mentioned."
7355,The system shall allow staff members to process appeals to track outcomes and record impacts.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"This requirement specifies a functional capability: staff must be able to process appeals, track outcomes, and record impacts. It does not state non-functional constraints such as availability, performance, security, usability, or other quality attributes."
7356,The system shall allow staff members to assign plans for review to appropriate plan reviewers.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This describes a system capability (allow staff to assign plans to reviewers), i.e., a functional requirement. No non-functional qualities (performance, security, availability, usability, etc.) are specified."
7357,"The system shall allow staff members to review plans for compliance and approve, fail, or deny them, recording any conditions or corrections needed.",1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"Specifies a system capability (review, approve/fail/deny plans and record conditions) — a functional requirement. No quality attributes (availability, security, usability, etc.) are mentioned."
7358,The system shall allow staff members to review code modifications submitted by applicants and associate approved modifications with projects.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies specific system behavior: allowing staff to review code modifications and associate approved ones with projects, which is a functional requirement. It does not explicitly state any quality attributes such as performance, security, usability, etc."
7359,"The system shall allow staff members to track completion of required plan reviews, ensuring results are sent to applicants and downstream steps are initiated.",1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.85,"This requirement describes specific system capabilities: tracking review completion, sending results to applicants, and initiating downstream steps — all functional behaviors. It does not specify availability, performance, security, usability, or other non-functional concerns."
7360,The system shall allow staff members to issue development-related permits.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a capability the system must provide (allow staff to issue permits), which is a functional behavior. It does not mention availability, performance, security, usability, legal, or other non-functional concerns."
7361,The system shall allow staff members to manage bonds throughout their lifecycle.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a system capability (allow staff to manage bonds through their lifecycle), which is a functional behavior. It does not specify availability, performance, security, usability, or other non-functional constraints."
7362,"The system shall allow staff members to search for property information, including owners, permits, and applications.",1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.8,"This is a functional requirement specifying that staff can search for property information (owners, permits, applications). It does not state availability, performance, security, or usability constraints."
7363,The system shall allow staff members to create custom queries/reports for specific needs.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.77,"This requirement describes a system capability (allow staff to create custom queries/reports), which is functional. It does not explicitly state quality attributes such as usability, performance, security, or others."
7364,The system shall allow staff members to create condo units and associate them with child parcels and addresses.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.93,"This requirement specifies a functional capability (allow staff to create condo units and associate them with child parcels and addresses). It does not specify any non-functional concerns such as availability, performance, security, usability, etc."
7365,The system shall allow staff members to update transactional parcel pins to reference the GIS layer for split or merged parcels.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a system capability — allowing staff to update transactional parcel pins to reference GIS for split/merged parcels — which is a functional behavior. It does not state availability, performance, security, usability, or other quality constraints."
7366,The system shall allow staff members to send or post citations and fines.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This specifies a functional capability (staff can send/post citations and fines). It does not state availability, security, performance, usability, or other non-functional concerns."
7367,The system shall allow inspection staff to create inspections.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"Describes a functional capability: allowing inspection staff to create inspections. No quality/constraint (availability, security, performance, etc.) is specified."
7368,The system shall allow inspection staff to assign inspections.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This is a functional requirement specifying that inspection staff can perform the action of assigning inspections. It does not specify availability, security, performance, or other non-functional concerns."
7369,The system shall allow inspection staff to conduct inspections to validate customer compliance with codes and regulations.,1,0,0,1,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This is primarily a functional requirement (system shall allow inspection staff to conduct inspections). It also involves validation against codes and regulations, which implies legal/regulatory concerns, so Legal is set."
7370,The system shall allow inspection staff to provide results to customers.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"Specifies a capability/behavior of the system (allowing inspection staff to provide results to customers). No non-functional attributes (availability, performance, security, etc.) are mentioned."
7371,The system shall allow inspection supervisor to assign inspections to ensure appropriate inspectors receive the work.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a capability the system shall provide (allow an inspection supervisor to assign inspections), which is a functional behavior. It does not explicitly state availability, performance, security, scalability, or other non-functional concerns."
7372,The system shall allow inspection supervisor to manage inspector workload to meet service level and quality requirements.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This is primarily a functional requirement specifying that the system shall provide capability for an inspection supervisor to manage inspector workload. Although it mentions service level and quality requirements, it does not explicitly state non-functional attributes like availability, performance, or operability, so only Functional is set."
7373,The system shall be secure and protect user data.,0,0,0,0,0,0,0,0,0,0,1,0,gpt-5-mini,0.9,"This is a security-focused non-functional requirement: it mandates the system be secure and protect user data, so it maps to Security (SE). It does not explicitly specify functionality, legal compliance, performance, availability, or other quality attributes."
7374,The system shall be performant and respond promptly to user actions.,0,0,0,0,0,0,0,1,0,0,0,0,gpt-5-mini,0.91,"Requirement explicitly specifies performance/response time ('performant' and 'respond promptly'), which maps to Performance (PE). No functional behavior or other quality attributes are mentioned."
7375,The system shall be available and accessible to users most of the time.,0,1,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.85,"Statement explicitly concerns system availability/accessibility to users most of the time, which maps directly to the Availability label. It does not specify fault tolerance, performance, operability, or other quality aspects, so other labels are not set."
7376,The system shall have a user-friendly interface that is intuitive and easy to navigate.,0,0,0,0,0,0,0,0,0,0,0,1,gpt-5-mini,0.9,"Requirement specifies an intuitive, easy-to-navigate user interface, which pertains to usability (US). It does not specify legal, performance, availability, or other quality attributes."
7377,The system shall comply with relevant regulations and standards.,0,0,0,1,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"Requirement explicitly mandates compliance with regulations and standards, which is a legal/standards constraint. It does not explicitly mention availability, security, usability, or other quality attributes, so only Legal is set."
7378,The system may be adaptable to different languages and currencies.,0,0,0,0,0,0,0,0,1,0,0,1,gpt-5-mini,0.8,"Specifies internationalization/localization capability (support for multiple languages and currencies) which implies portability across locales and impacts usability for users in those locales. Does not explicitly state maintainability, scalability, security, etc."
