F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,confidence,rationale,row_id,model,error
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This requirement specifies a functional behavior: presenting/displaying uploaded videos on a user's channel. It does not mention availability, performance, UI aesthetics, security, or other non-functional concerns.",6459,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional behavior: retrieving (scanning) watch history from the database and displaying it to the user. It does not mention availability, performance, security, usability, or other non-functional aspects.",6465,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This specifies a user-facing capability (removing uploaded videos) which is a functional requirement; it does not mention availability, security, performance, or other quality attributes.",6466,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.9,"This requirement specifies access control (granting access only to authorized users), which is a security constraint (authentication/authorization). It does not explicitly address availability, performance, usability, or other quality attributes.",6444,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies system behavior: checking database details and performing a delete operation, which is functional. It does not state availability, performance, security, or other quality constraints.",6467,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.82,"This describes system behavior (verify user's social media account details and share a video link), i.e., functional actions. It does not explicitly state availability, security, performance, or other quality constraints, so only Functional is set.",6453,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability (upload videos to a user's channel). It does not mention availability, performance, security, usability, or other non-functional aspects.",6458,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies a user capability (view videos in full screen via a button) describing system functionality. No non-functional constraints (performance, availability, security, UI aesthetics beyond basic function) are stated.",6454,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.88,"This is a functional requirement specifying a user capability (share videos to other social media via a share button). It does not specify non-functional qualities like availability, security, performance, etc.",6452,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.8,"This is a functional requirement specifying a user capability (blocking other users). It does not explicitly mention availability, security, usability, or other quality attributes.",6460,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This is a clear functional requirement describing a user capability (view watch history). It does not specify non-functional attributes like performance, usability, security, or availability.",6464,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies a functional behavior (system shall notify users about new uploads after they log in). No availability, performance, security, usability, or other quality attributes are mentioned.",6468,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies system behavior: update database and reflect changes on user profile (functional requirement). No explicit non-functional constraints (performance, availability, security, etc.) are stated.",6473,gpt-5-mini,
True,False,False,False,True,False,False,False,False,False,False,False,0.83,"This is a functional requirement (allows user to update/edit profile) and relates to look-and-feel (profile appearance). It does not explicitly mention availability, performance, security, portability, scalability, maintainability, operability, or usability constraints, so those are not set.",6472,gpt-5-mini,
True,False,False,False,False,False,False,True,False,False,False,False,0.85,"Requirement specifies functional behavior (detect new uploads in other channels and notify the user's channel database). The adverb 'quickly' implies a performance/latency constraint, so Performance is marked. No explicit mentions of availability, fault tolerance, security, scalability, usability, maintainability, portability, legal, or look-and-feel.",6469,gpt-5-mini,
False,False,False,True,True,False,False,False,False,False,False,True,0.82,"Requirement mandates adherence to W3C usability standards for an intuitive, user-friendly interface — this is primarily about usability (US) and interface look-and-feel (LF). Stating adherence to standards implies compliance, so Legal (L) is also set. No mention of security, performance, scalability, or other qualities.",6431,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This statement specifies a user capability (ability to add interests), which is a functional requirement. It does not mention availability, performance, security, usability, or other non-functional aspects.",6470,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"Specifies a functional behavior: changing video resolution and displaying it. No explicit non-functional constraints (performance, availability, UI look-and-feel, etc.) are mentioned.",6457,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.67,"The statement prescribes client-side technologies to be used for dynamic interaction and server communication—this is a functional/implementation constraint about how the system should behave. It does not explicitly specify availability, performance, security, portability, or usability qualities.",6429,gpt-5-mini,
False,False,True,False,False,False,False,False,False,False,False,False,0.9,"Requirement explicitly calls for 'fault-tolerant mechanisms' to ensure system reliability, which directly corresponds to Fault Tolerance (FT). It does not explicitly mention availability, performance, security, or other non-functional aspects.",6384,gpt-5-mini,
False,False,False,False,True,False,False,False,False,False,False,True,0.86,"Specifies that the interface should be attractive (look & feel) and easily understandable/usable without assistance (usability). No mention of performance, availability, security, portability, scalability, maintainability, operability, fault tolerance, legal, or functional behaviors.",6477,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional behavior: storing user details in the database for account creation. It does not mention availability, security, performance, or other non-functional aspects, so only Functional is set.",6486,gpt-5-mini,
False,False,False,False,False,False,False,False,True,False,False,False,0.94,"Requirement specifies the website must run on different operating systems, which is a portability requirement. It does not mention functional behavior, performance, availability, security, or other quality attributes.",6481,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.6,"Req describes functional behavior (checking info, processing requests, providing regular updates). The updates imply a usability/UX concern (users receive regular updates), but no explicit constraints about performance, availability, security, scalability, etc.",6471,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.87,"Describes a system behavior: validating information and updating a user's account. No explicit non-functional constraints (performance, security, availability, etc.) are stated.",6475,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This is a functional requirement describing a user action (create an account by providing personal details). It does not specify availability, performance, security, usability, or other non-functional aspects.",6485,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.89,"Specifies a functional capability (user login). Implies authentication via email/password, which is a security requirement (SE). No explicit availability, performance, usability, or other quality attributes mentioned.",6487,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a user-facing capability (manage account settings including password), which is functional in nature. It does not state availability, performance, security, usability, or other quality constraints, so only the Functional label is set.",6474,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.85,"Requirement specifies protection from intruders (security) and enforces uniqueness of user/admin IDs (functional behavior constraint). No mention of availability, performance, portability, etc.",6480,gpt-5-mini,
False,False,False,False,False,False,False,True,True,True,False,False,0.9,"Requires compatibility with all major web browsers (portability). Demands no slowdown even at peak hours, which implies performance (latency/throughput) and scalability to handle peak load. No explicit availability, security, or other concerns stated.",6440,gpt-5-mini,
False,False,False,False,False,False,False,True,False,False,False,False,0.9,"Requirement concerns system behavior under slow network conditions (efficient operation, fast and steady data flow), which is a performance-related quality attribute. It does not explicitly state availability, security, usability, or other concerns.",6478,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,Specifies a capability the system must provide (ability to attach files to emails) and a constraint on that capability (file size limit). This is primarily a functional requirement.,6490,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.87,"This requirement specifies a user capability (manage privacy settings) which is functional. It also concerns privacy controls over data visibility and third-party sharing, which is a security/privacy requirement. No explicit availability, performance, legal, usability, or other quality constraints are stated.",6476,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This requirement specifies a user-facing capability (create, save, edit email drafts) describing system behavior—i.e., a functional requirement. No explicit non-functional qualities are mentioned.",6500,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This requirement specifies a functional behavior: analyzing emails and automatically categorizing them into primary, social, or promotional. It does not explicitly state availability, performance, security, scalability, or other non-functional concerns.",6496,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,This is a functional requirement describing a user capability (archive emails to remove from inbox). It specifies behavior not quality attributes.,6492,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.87,"This requirement specifies a system capability (search emails by keywords/filters), which is a functional behavior. It does not explicitly state non-functional aspects like performance, security, usability, etc.",6499,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This describes a specific user-facing capability (mark emails as spam via a spam button), which is a functional requirement. It does not specify availability, performance, security, usability, or other non-functional aspects.",6493,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This sentence specifies a concrete system action (adding a blocked user record to the database), which is a functional requirement. It does not explicitly state availability, security, performance, or other quality constraints.",6461,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a user-facing capability (setting up email signatures and automatic addition to outgoing emails), which is a functional feature. It does not state availability, performance, security, or other quality constraints.",6505,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.9,"Specifies a functional requirement that users can access online documentation/help (F). Also relates to usability since providing documentation/help improves user experience and learnability (US). No explicit security, availability, performance, etc.",6407,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.88,"This requirement specifies a user-facing capability (marking emails as important/star) which is a functional feature. It does not mention availability, performance, security, UI appearance, or other non-functional attributes.",6503,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.82,"Specifies system behavior (automatic spam detection: moving emails to spam and optionally blocking senders). No explicit quality constraints like availability, performance, security, or usability are stated.",6494,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This is a clear functional requirement describing what the system should do (allow users to forward received emails). It does not specify availability, security, performance, or other non-functional aspects.",6501,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.8,"This requirement specifies a system capability (providing notifications for emails, calendar events, and updates), which is a functional behavior. It does not explicitly state availability, security, performance, usability, or other non-functional concerns.",6508,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a user-facing capability (compose email via compose button and fields), which is a functional behavior. It does not state availability, performance, security, usability metrics, or other NFRs.",6489,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.8,"Requirement specifies auto-save behavior (regular synchronization between device and database) which is a functional behavior. It also implies data consistency/integrity between client and server, which is a security-related concern (data integrity), so SE is marked. Other quality attributes (availability, fault tolerance, performance, etc.) are not explicitly stated.",6479,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.78,"This is a functional requirement describing user capability to send and receive emails after login. It does not specify non-functional aspects (performance, security beyond authentication mention, availability, etc.), so only F is set.",6488,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability (scheduling emails to be sent later). It does not state availability, performance, security, usability, or other quality attributes.",6504,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.92,"Specifies use of secure authentication protocols (OAuth/OpenID Connect) which is a security requirement concerning authentication mechanisms; does not state availability, performance, or other qualities.",6517,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"The requirement specifies a functional capability (user can delete emails). It does not mention availability, performance, security, usability, or other quality attributes.",6497,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.86,"The requirement explicitly mandates encryption and authentication, which are security controls addressing confidentiality and access control. No other quality attributes (availability, performance, legal, usability, etc.) are mentioned.",6510,gpt-5-mini,
True,False,False,False,True,False,False,False,False,False,False,False,0.87,"The requirement specifies a user option to customize layout and appearance, which is a functional feature enabling customization (F) and directly concerns the visual/look-and-feel of the interface (LF). It does not explicitly mention availability, security, performance, usability metrics, or other non-functional categories.",6507,gpt-5-mini,
False,False,False,False,False,False,True,False,False,False,False,False,0.83,"This requirement specifies deployment/operational setup (the website must be connected to a web server to be reachable worldwide), which concerns operability/management. It does not specify uptime metrics, fault tolerance, performance, security, or functional behavior beyond being hosted, so only Operability is marked.",6483,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.88,"This is a functional requirement describing a feature (automatic email forwarding rules). It does not explicitly mention availability, security, usability, or other quality attributes.",6502,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.83,"The requirement specifies a user action (creating a new account by entering personal details), which is a functional capability. It does not mention availability, performance, security, usability, or other quality attributes, so no additional NFR labels are set.",6529,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.9,"Specifies offering two-factor authentication—a security feature (SE). It also describes a capability the system must provide (option to enable), so marked as Functional (F). No other quality attributes are implied.",6511,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.9,"Requirement specifies secure storage of user passwords using industry-standard hashing and salt, which is a security-specific constraint (confidentiality/integrity). It does not describe functional behavior, performance, availability, or other quality attributes.",6518,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.86,"This is a functional requirement describing a feature (organize emails into folders/labels). It also implies improved usability (better management), so Usability is applicable. No explicit non-functional concerns such as security, performance, availability, scalability, portability, etc.",6498,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.91,"The requirement mandates restricting access to sensitive user data (credit card information) to authorized personnel and instituting proper access controls, which directly concerns security (authentication/authorization and confidentiality). It does not specify availability, performance, legal compliance, or other non-functional categories.",6519,gpt-5-mini,
True,False,False,False,False,False,False,False,True,False,False,True,0.9,"The requirement specifies the user shall be able to access Gmail from multiple devices and platforms (functional capability) and implies cross-platform compatibility/portability. The word 'seamlessly' suggests a concern for user experience/usability. No explicit mentions of availability, security, performance, scalability, or other non-functional aspects.",6509,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.9,"Specifies a system capability (authenticate/register via Google/Facebook) which is functional, and explicitly concerns authentication method (security). No mention of availability, performance, portability, etc.",6532,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.73,"Requirement specifies a functional capability: the system must provide integrations with Google Drive/Calendar/Contacts. It does not specify availability, security, portability, operability, or other quality attributes.",6514,gpt-5-mini,
False,True,True,False,False,False,False,False,False,False,False,False,0.89,"Requirement specifies failover to backup servers for hardware/network failures—this directly addresses fault tolerance and ensures availability/up-time. No mention of security, performance, portability, usability, etc.",6523,gpt-5-mini,
False,True,True,False,False,False,False,False,False,False,False,False,0.9,"Requirement specifies redundant power supplies and backup generators to ensure uninterrupted service during outages — this directly targets availability and implies fault tolerance/resilience. It does not describe functional behavior, security, performance, or other quality attributes explicitly.",6526,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.9,"Requirement specifies a functional capability (register new users and store information) and explicitly requires that information be stored securely, which is a security (confidentiality/integrity) concern. No explicit availability, performance, scalability, portability, legal, usability, maintainability, operability, fault-tolerance, or look-and-feel aspects are stated.",6530,gpt-5-mini,
False,False,False,False,False,True,True,True,False,False,True,False,0.9,"Requirement mandates regular updates and maintenance (maintainability) and ongoing operational activity (operability). It explicitly mentions ensuring optimal performance and security, so Performance and Security are applicable. No explicit statements about availability, fault tolerance, portability, scalability, usability, legal, or look-and-feel.",6512,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This is a functional requirement specifying that the user can view product details upon selection. No non-functional qualities (performance, security, usability, etc.) are mentioned or implied.",6533,gpt-5-mini,
False,False,False,False,True,False,False,False,False,False,False,True,0.8,"Specifies user interface interaction method (keyboard shortcuts) affecting look-and-feel and usability (efficient navigation). It does not state availability, performance, security, or maintenance constraints, nor purely functional system behavior beyond UI quality.",6506,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.85,"The requirement specifies providing a help and support system (a functional feature) aimed at addressing user issues and queries, which primarily targets usability (ease of use/support). No explicit mentions of availability, performance, security, scalability, etc.",6513,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a functional capability (sending composed emails via a send button). It does not specify availability, performance, security, usability, or other quality attributes explicitly, so only Functional is marked.",6491,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Requirement specifies a functional capability (displaying information about selected products). It does not state availability, performance, security, usability, or other quality constraints.",6534,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"The requirement specifies a system capability to calculate and display product costs and discounts, which describes functional behavior (what the system should do). It does not mention availability, performance, security, UI aesthetics, or other quality attributes.",6536,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.9,"Specifies a user-facing capability (log out) — functional. The qualifier 'securely' indicates a security requirement (ensuring confidentiality/integrity during logout), so mark Security as well.",6549,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,False,True,0.9,"Requirement specifies accessibility features (keyboard navigation, screen reader compatibility) to support users with disabilities, which directly concerns usability and user experience. It does not explicitly state legal compliance, performance, availability, or other quality attributes, so only Usability is marked.",6521,gpt-5-mini,
False,False,False,False,True,False,False,False,False,False,False,True,0.86,"Requirement concerns the user interface's adaptive/responsive presentation across devices—primarily a look-and-feel concern (layout, visual behavior) and also impacts usability (interaction experience and accessibility across screen sizes). No explicit mentions of availability, security, portability, or other qualities.",6520,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.86,"The requirement specifies password change policy and a limit on login attempts, which are security controls (authentication/authorization and account protection). It does not address availability, performance, usability, or other non-functional categories.",6482,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a user-facing capability (view product prices and discounts), which is a functional behavior. It does not mention availability, performance, security, usability, or other non-functional attributes.",6535,gpt-5-mini,
True,False,False,False,False,False,False,True,False,True,False,False,0.83,"Requirement specifies a capability (support CDNs) — a functional requirement. It explicitly aims to distribute content efficiently across geographic locations, implying performance (efficient delivery, latency/bandwidth concerns) and scalability (handling distribution across regions/users). No explicit mention of availability, fault tolerance, security, portability, or usability.",6516,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement describes a user capability (completing transactions and managing a shopping cart), which is a functional behavior. It does not specify availability, performance, security, usability, or other non-functional constraints.",6541,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a user capability (ability to track delivery status) — a functional behavior. It does not explicitly specify availability, performance, security, usability, or other non-functional aspects.",6547,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies a functional capability (generate reports: stock, order, delivery). No quality constraints (performance, usability, availability, etc.) are mentioned.",6543,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.76,"This requirement specifies a system capability to generate reports on stock availability, orders, and deliveries — a functional behavior. It does not state non-functional constraints (availability, performance, security, usability, etc.), so no other labels are indicated.",6544,gpt-5-mini,
True,False,False,False,False,False,False,True,False,True,False,False,0.9,"The requirement specifies implementing caching mechanisms (a functional capability) to optimize load times and reduce server requests, which directly addresses performance (latency/throughput). Reducing server requests also implies improved scalability. No explicit mention of availability, security, portability, etc.",6515,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability (adding, removing, managing shopping cart items). It does not explicitly state quality attributes such as availability, performance, usability, security, scalability, or others, so only Functional is marked.",6542,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"Specifies a report-generation capability (functional). No explicit non-functional constraints such as performance, security, availability, or usability are stated.",6546,gpt-5-mini,
False,True,True,False,False,False,False,True,False,False,True,True,0.86,"The sentence explicitly mentions performance, security, user experience, reliability, and availability. Availability is marked (A). Reliability implies fault tolerance/resilience (FT). Performance (PE), Security (SE), and Usability/User experience (US) are directly named. No functional behavior or other NFRs (portability, scalability, legal, look & feel beyond UX, maintainability, operability) are specified.",6528,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.9,"The requirement emphasizes that data should be stored securely, which is a clear security (confidentiality/integrity/access control) concern. While it mentions storing data in a server database, the primary quality constraint is security; no explicit availability, performance, scalability, or other non-functional aspects are stated.",6484,gpt-5-mini,
True,False,True,False,False,False,False,False,False,False,False,False,0.9,"The requirement specifies implementing automated backup procedures (a system capability — functional) and explicitly aims to reduce data loss in failures/disasters (fault tolerance/recovery). It does not mention availability metrics, security, operability, maintainability, scalability, portability, legal, look-and-feel, or usability concerns, so those are not marked.",6527,gpt-5-mini,
False,True,False,False,False,False,False,True,False,True,False,False,0.78,"Specifies use of load balancing to distribute traffic and prevent server overload, which directly addresses performance (throughput/latency) and scalability. Preventing overload also implies availability/reliability, so Availability is marked. No legal, security, UI, maintainability, portability, operability, or explicit fault-tolerance requirements are stated.",6525,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.9,"This is primarily a functional requirement (authenticate credentials and grant access). It also explicitly concerns security (authentication/authorization), so SE is set. No other quality attributes are implied.",6538,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This specifies a system behavior (notify user upon invalid login), so it's a functional requirement. It does not explicitly impose security, usability, or other quality attributes.",6539,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.86,"Requirement specifies a functional capability (logout) and a security constraint (secure logout to prevent unauthorized access). No mention of availability, performance, usability, or other qualities.",6550,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a system behavior (authentication/login capability) — a functional requirement. It does not explicitly state availability, performance, security measures, usability, or other quality attributes.",6537,gpt-5-mini,
True,False,False,False,True,False,False,False,False,False,False,True,0.86,"This is primarily a functional requirement (user shall be able to differentiate using email tabs). It also implies UI concerns: presentation/layout of tabs (Look & Feel) and improved ease of use (Usability). No explicit availability, performance, security, portability, scalability, maintainability, operability, or legal aspects are stated.",6495,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a user-facing capability (viewing order reports with product and customer information), which is functional behavior. It does not mention availability, performance, security, usability, or other quality attributes.",6545,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This specifies a user capability (create an account using Google or Facebook credentials), i.e., a functional requirement. It does not explicitly state availability, security, usability, or other quality constraints, so only F is set.",6531,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,True,0.86,"This is a functional requirement (system behavior: alert users on incorrect credentials or nonexistent account). It relates to security because it concerns authentication failure behavior and handling of credentials. It also impacts usability by informing users of login problems. No explicit performance, availability, fault-tolerance, portability, legal, maintainability, operability, look-and-feel, or scalability aspects are specified.",6540,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.9,"This requirement specifies access restricted to authenticated administrators, which is a security (access control/authentication) constraint. It does not explicitly state functional behavior beyond security, nor other quality attributes.",6557,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.9,"This requirement explicitly restricts storage of sensitive authentication data (passwords in cookies), which is a security requirement (confidentiality/privacy). No other quality attributes are implied.",6556,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.87,"The requirement specifies an automatic system behavior (auto-logout), so it is functional. It is primarily a security control (session timeout to prevent unauthorized access), so Security is also applicable. No explicit mentions of availability, performance, usability, or other quality attributes.",6555,gpt-5-mini,
False,False,False,False,False,False,True,False,False,False,False,False,0.9,"Specifies deployment/operational environment (commercial database and application server managing site). Matches operability/administration concerns rather than performance, security, or functional behavior.",6561,gpt-5-mini,
False,True,False,False,False,False,True,False,False,False,False,False,0.9,"Specifies uninterrupted access (uptime) which is an Availability requirement; also constrains access method via web browser similar to example labeled as Operability (O). No security, performance, scalability, or other qualities implied.",6551,gpt-5-mini,
True,False,True,False,False,False,False,False,False,False,False,False,0.87,"Requirement specifies a visible behavior (display replacement page) => Functional. It addresses handling hardware failure/database corruption (graceful degradation/fallback) => Fault Tolerance. No explicit availability, security, usability, or other quality attributes mentioned.",6552,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.91,"This requirement specifies a user capability (cut items via selecting and clicking a button), which is a functional behavior. It does not mention any quality attributes such as performance, availability, security, usability, or others.",6416,gpt-5-mini,
False,False,False,False,False,True,False,False,False,False,False,False,0.98,"The requirement explicitly mandates prioritizing modularity to facilitate efficient maintenance, which directly concerns maintainability. It does not specify availability, performance, security, usability, scalability, portability, operability, legal, or UI appearance aspects.",6563,gpt-5-mini,
False,False,True,False,False,False,False,False,False,False,False,False,0.88,Requirement specifies behavior on failure — system shall reinitialize — which is a fault-tolerance/recovery constraint. It does not state availability metrics or other qualities.,6562,gpt-5-mini,
False,False,True,False,False,True,True,False,False,False,False,False,0.9,"The requirement specifies establishing regular maintenance and monitoring procedures—this directly pertains to maintainability (MN) and operability/administration (O). It also targets identifying and addressing reliability issues proactively, which relates to fault tolerance/resilience (FT). It does not specify functional behavior, availability metrics, security, or other attributes.",6524,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Defines a specific system behavior (redirect upon registration) — a functional requirement. No quality attributes like availability, security, performance, or UI aesthetics are specified.",6571,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability (user registration). No explicit non-functional constraints (performance, security, usability, availability, etc.) are stated.",6568,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"The requirement specifies a system capability (allow users to track delivery status by entering details), which is a functional behavior. It does not mention availability, performance, security, usability, or other quality attributes explicitly, so only Functional is marked.",6548,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.7,"This requirement specifies a functional capability (user login with user ID and password). It does not state availability, performance, security, usability, or other quality constraints, so only Functional is marked.",6564,gpt-5-mini,
False,True,True,False,False,False,False,False,False,False,False,False,0.85,"Requirement specifies redundant computers and automatic switchover to enhance reliability/uptime, which addresses availability and fault tolerance. It does not specify security, performance, usability, or other concerns.",6558,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a system behavior (display a registration window for different user types), which is a functional requirement. It does not mention availability, performance, security, usability, or other non-functional aspects.",6569,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.9,"Requirement explicitly mandates use of SSL for transactions involving confidential customer information, which is a security control for confidentiality and integrity of data in transit. No other quality attributes are specified.",6554,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.9,"This requirement specifies an authentication control (users must provide valid user ID and password) which is a security requirement (access control/authentication). It does not state functional workflow details beyond access control nor mention availability, performance, usability, or other quality attributes.",6566,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This requirement specifies a functional behavior (displaying a login window on the website). It does not mention availability, security, usability, or other quality attributes.",6565,gpt-5-mini,
False,False,True,False,False,True,False,False,False,False,False,False,0.75,"The requirement mandates implementation of automated testing to detect and mitigate bugs before deployment. This is primarily a maintainability concern (improves ease of fixing/preventing defects) and also relates to fault tolerance/reliability by preventing faults reaching production. It does not specify availability, security, performance, UI, portability, scalability, or legal aspects, nor is it a user-facing functional behavior.",6522,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.83,"This specifies a functional requirement describing what the user must do (enter registered name and mobile number) for login. It does not explicitly state security, availability, usability, or other quality attributes.",6584,gpt-5-mini,
False,True,False,False,False,False,False,False,False,False,False,False,0.88,"The statement concerns the system's reliability attribute (uptime/reliability depends on component reliability), which maps to Availability. It does not specify functional behavior, fault-tolerance mechanisms, security, performance, or other qualities explicitly, so only Availability is set.",6559,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.79,"This specifies a system behavior (navigate/open app home page upon successful verification), which is a functional requirement. It does not specify quality attributes like availability, security, usability, or look-and-feel.",6583,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a functional behavior: the system shall display specific astronomical/astrological information (sunrise/sunset timings, nakshatra, sunsign, moonsign, lagna chart) based on location. It does not state availability, performance, security, usability, or other quality constraints.",6593,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a user capability (issuing complaints to traffic police) which is a functional behavior. It does not mention availability, security, performance, usability, legal, or other non-functional aspects, so only Functional is marked.",6572,gpt-5-mini,
